as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator
2017,1768800000,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,300,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,1621,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,178,Loan was not originated or was not sold in calendar year covered by register,0,Other,9,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7167,81.08000183,73700,109.0299988,1152,2008,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,188,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,600,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Male,1,74,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1,Credit history,3,Collateral,4,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5984,16.70999908,73700,103.7200012,1108,1345,
2017,146672,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,375,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,1194,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Asian,2,,,,,,,,,Asian,2,,,,,,,,,Female,2,Male,1,230,Loan was not originated or was not sold in calendar year covered by register,0,Credit application incomplete,7,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3626,100,73700,58.50999832,371,1240,
2017,480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,668,Preapproval was not requested,2,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,594.02,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1,Employment history,2,Collateral,4,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4817,22.72999954,73700,119.2300034,1386,1636,
2017,68433,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,130,Preapproval was not requested,2,Application denied by financial institution,3,,,New York,NY,36,Lewis County,49,9505,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,63,Loan was not originated or was not sold in calendar year covered by register,0,Credit application incomplete,7,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2393,2.589999914,62500,101.4199982,653,1312,
2017,3303298,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,420,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,594.01,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,240,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4,Credit application incomplete,7,Unverifiable information,6,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7740,34.34999847,73700,73.40000153,1422,2280,
2017,413208,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,960,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,594.01,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,279,Loan was not originated or was not sold in calendar year covered by register,0,Credit application incomplete,7,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7740,34.34999847,73700,73.40000153,1422,2280,
2017,817824,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,530,Preapproval was not requested,2,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,592,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,227,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3,"Insufficient cash (downpayment, closing costs)",5,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4599,41.43999863,73700,112.4899979,767,665,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,263,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,588,Not Hispanic or Latino,2,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1,Collateral,4,Other,9,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3505,31.5,73700,120.6600037,644,676,
2017,722777,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,142,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,588,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,82,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3505,31.5,73700,120.6600037,644,676,
2017,76-0503625,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,546,Preapproval was not requested,2,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,1176.01,Hispanic or Latino,1,Hispanic or Latino,1,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,251,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3,Other,9,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3037,95.19000244,73700,64.76999664,202,756,
2017,16-1237621,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,166,Preapproval was not requested,2,Application denied by financial institution,3,,,New York,NY,36,Genesee County,37,9511,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,67,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5186,6.579999924,62500,113.3099976,1785,2301,
2017,722777,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,255,Preapproval was not requested,2,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Richmond County,85,207,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,117,Loan was not originated or was not sold in calendar year covered by register,0,"Insufficient cash (downpayment, closing costs)",5,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6178,91.38999939,73700,72.58999634,801,1747,
2017,14-1667104,Department of Housing and Urban Development,HUD,7,Conventional,1,Manufactured housing,2,Home purchase,1,Owner-occupied as a principal dwelling,1,45,Not applicable,3,Application denied by financial institution,3,"Dutchess County, Putnam County - NY",20524,New York,NY,36,Dutchess County,27,1904.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,103,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3456,30.57999992,97100,85.68000031,961,1119,
2017,717974,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,600,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,580,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Asian,2,,,,,,,,,Asian,2,,,,,,,,,Male,1,Female,2,89,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1,Unverifiable information,6,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3999,66.98999786,73700,63.74000168,419,627,
2017,476810,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,415,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,1174,Not Hispanic or Latino,2,No co-applicant,5,American Indian or Alaska Native,1,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,84,Loan was not originated or was not sold in calendar year covered by register,0,"Insufficient cash (downpayment, closing costs)",5,Credit history,3,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4268,97.54000092,73700,73.73000336,384,1408,
2017,95-4762204,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,470,Preapproval was not requested,2,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Bronx County,5,318,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,76,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2252,54.70999908,73700,77.27999878,317,634,
2017,476810,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,596,Preapproval was requested,1,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,576,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,226,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4,Unverifiable information,6,"Insufficient cash (downpayment, closing costs)",5,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3070,38.47000122,73700,100.9499969,560,891,
2017,884303,Federal Reserve System,FRS,2,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,118,Preapproval was requested,1,Application denied by financial institution,3,Elmira - NY,21300,New York,NY,36,Chemung County,15,106,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,69,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1,"Insufficient cash (downpayment, closing costs)",5,Other,9,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2821,9.539999962,64600,105.5500031,864,1244,
2017,480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,476,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,1170,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,90,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,1606,96.01000214,73700,50.72999954,109,487,
2017,451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,306,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,1194,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,84,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3626,100,73700,58.50999832,371,1240,
2017,3303298,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,750,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,560,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,50,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3681,17.77000046,73700,78.15000153,464,465,
